,start,duration,sub_start,sub_duration,audio_path,label
1867,1891.39,1.46,1891.71,1.0,Bmr003/chan3.sph,0
1868,3331.82,0.9,3331.77,1.0,Bmr003/chan3.sph,0
1869,4527.83,1.6,4527.9,1.0,Bmr003/chan3.sph,0
1870,3762.11,0.41,3762.04,1.0,Bmr003/chan4.sph,0
1871,534.47,1.42,534.55,1.0,Bmr003/chan3.sph,0
1872,2740.23,0.56,2739.88,1.0,Bmr003/chan0.sph,0
1873,1214.69,0.85,1214.67,1.0,Bmr003/chan0.sph,0
1874,3126.6,0.43,3126.42,1.0,Bmr003/chan3.sph,0
1875,2683.7,2.53,2685.02,1.0,Bmr003/chan3.sph,0
1876,1838.44,0.93,1838.39,1.0,Bmr003/chan2.sph,0
1877,4610.06,4.59,4611.56,1.0,Bmr003/chan3.sph,0
1878,2930.58,1.83,2930.91,1.0,Bmr003/chan0.sph,0
1879,3265.36,4.7,3267.77,1.0,Bmr003/chan1.sph,0
1880,1153.11,0.6,1152.79,1.0,Bmr003/chan3.sph,0
1881,380.02,1.53,380.35,1.0,Bmr003/chan3.sph,0
1882,2953.11,1.46,2953.42,1.0,Bmr003/chan0.sph,0
1883,1928.27,1.08,1928.34,1.0,Bmr003/chan2.sph,0
1884,677.9,2.27,678.87,1.0,Bmr003/chan2.sph,0
1885,1458.19,0.89,1458.11,1.0,Bmr003/chan3.sph,0
1886,4406.66,13.41,4407.77,1.0,Bmr003/chan4.sph,0
1887,4409.43,0.89,4409.37,1.0,Bmr003/chan3.sph,0
1888,829.7,2.97,829.71,1.0,Bmr003/chan0.sph,0
1889,1698.53,1.72,1699.14,1.0,Bmr003/chan1.sph,0
1890,1297.72,1.04,1297.75,1.0,Bmr003/chan2.sph,0
1891,4324.86,0.67,4324.56,1.0,Bmr003/chan1.sph,0
1892,4422.37,2.57,4422.51,1.0,Bmr003/chan4.sph,0
1893,83.57,3.34,84.79,1.0,Bmr003/chan4.sph,0
1894,2258.6,1.59,2259.06,1.0,Bmr003/chan1.sph,0
1895,725.79,0.61,725.59,1.0,Bmr003/chan1.sph,0
1896,4015.6,2.32,4016.06,1.0,Bmr003/chan1.sph,0
1897,1458.3,3.34,1459.01,1.0,Bmr003/chan2.sph,0
1898,3644.16,0.67,3643.93,1.0,Bmr003/chan4.sph,0
1899,2990.03,1.21,2990.23,1.0,Bmr003/chan0.sph,0
1900,3394.82,0.41,3394.51,1.0,Bmr003/chan1.sph,0
1901,2973.6,0.71,2973.55,1.0,Bmr003/chan1.sph,0
1902,2437.48,0.84,2437.37,1.0,Bmr003/chan2.sph,0
1903,3116.77,1.03,3116.77,1.0,Bmr003/chan1.sph,0
1904,1883.74,1.86,1884.28,1.0,Bmr003/chan2.sph,0
1905,2379.86,1.18,2379.96,1.0,Bmr003/chan2.sph,0
1906,1804.88,0.56,1804.85,1.0,Bmr003/chan4.sph,0
1907,351.3,1.77,351.86,1.0,Bmr003/chan0.sph,0
1908,992.15,1.23,992.18,1.0,Bmr003/chan4.sph,0
1909,2495.61,3.26,2496.93,1.0,Bmr003/chan0.sph,0
1910,2410.91,3.22,2411.12,1.0,Bmr003/chan2.sph,0
1911,1064.48,0.97,1064.46,1.0,Bmr003/chan3.sph,0
1912,4058.27,4.67,4059.04,1.0,Bmr003/chan3.sph,0
1913,4105.28,1.86,4105.74,1.0,Bmr003/chan3.sph,0
1914,3398.15,4.24,3401.29,1.0,Bmr003/chan2.sph,0
1915,3452.9,1.79,3453.67,1.0,Bmr003/chan2.sph,0
1916,3135.82,3.21,3138.02,1.0,Bmr003/chan2.sph,0
1917,3980.35,1.72,3981.04,1.0,Bmr003/chan0.sph,0
1918,3370.89,2.67,3371.85,1.0,Bmr003/chan3.sph,0
1919,3220.29,0.5,3219.93,1.0,Bmr003/chan0.sph,0
1920,1239.96,0.5,1239.86,1.0,Bmr003/chan2.sph,0
1921,358.12,2.93,358.34,1.0,Bmr003/chan1.sph,0
1922,1499.31,5.52,1503.73,1.0,Bmr003/chan2.sph,0
1923,1992.22,5.51,1994.56,1.0,Bmr003/chan0.sph,0
1924,1999.59,2.95,2000.76,1.0,Bmr003/chan0.sph,0
1925,1932.71,1.46,1932.83,1.0,Bmr003/chan3.sph,0
1926,890.57,6.11,891.82,1.0,Bmr003/chan1.sph,0
1927,3778.83,2.07,3779.19,1.0,Bmr003/chan2.sph,0
1928,4452.93,6.29,4453.68,1.0,Bmr003/chan4.sph,0
1929,58.4,1.27,58.64,1.0,Bmr003/chan3.sph,0
1930,2299.16,1.78,2299.85,1.0,Bmr003/chan0.sph,0
1931,4215.58,0.75,4215.39,1.0,Bmr003/chan4.sph,0
1932,971.1,2.17,971.5,1.0,Bmr003/chan1.sph,0
1933,1927.0,1.85,1927.34,1.0,Bmr003/chan4.sph,0
1934,329.7,2.8,329.84,1.0,Bmr003/chan2.sph,0
1935,581.6,2.58,582.33,1.0,Bmr003/chan3.sph,0
1936,1097.03,0.94,1097.0,1.0,Bmr003/chan0.sph,0
1937,3341.74,1.22,3341.76,1.0,Bmr003/chan4.sph,0
1938,1692.97,3.83,1692.99,1.0,Bmr003/chan1.sph,0
1939,1097.75,0.33,1097.7,1.0,Bmr003/chan3.sph,0
1940,2412.23,1.46,2412.41,1.0,Bmr003/chan0.sph,0
1941,3158.0,1.74,3158.38,1.0,Bmr003/chan0.sph,0
1942,611.2,2.11,611.8,1.0,Bmr003/chan4.sph,0
1943,2803.17,9.31,2810.84,1.0,Bmr003/chan1.sph,0
1944,1348.68,0.34,1348.32,1.0,Bmr003/chan2.sph,0
1945,3581.97,0.24,3581.31,1.0,Bmr003/chan2.sph,0
1946,3891.23,1.59,3891.3,1.0,Bmr003/chan0.sph,0
1947,962.95,0.69,962.88,1.0,Bmr003/chan0.sph,0
1948,397.58,1.18,397.65,1.0,Bmr003/chan2.sph,0
1949,3352.84,2.55,3353.66,1.0,Bmr003/chan2.sph,0
1950,2214.19,0.86,2214.15,1.0,Bmr003/chan0.sph,0
1951,4120.79,0.74,4120.66,1.0,Bmr003/chan0.sph,0
1952,251.75,0.92,251.73,1.0,Bmr003/chan1.sph,0
1953,849.57,1.66,850.15,1.0,Bmr003/chan3.sph,0
1954,317.68,1.65,318.01,1.0,Bmr003/chan3.sph,0
1955,3065.23,1.11,3065.3,1.0,Bmr003/chan3.sph,0
1956,912.09,1.78,912.49,1.0,Bmr003/chan0.sph,0
1957,4364.13,2.42,4364.91,1.0,Bmr003/chan1.sph,0
1958,3314.78,2.08,3315.36,1.0,Bmr003/chan3.sph,0
1959,603.44,0.69,603.22,1.0,Bmr003/chan3.sph,0
1960,42.58,1.5,42.79,1.0,Bmr003/chan1.sph,0
1961,3887.36,1.02,3887.37,1.0,Bmr003/chan0.sph,0
1962,2377.49,1.42,2377.59,1.0,Bmr003/chan4.sph,0
1963,186.92,0.76,186.69,1.0,Bmr003/chan3.sph,0
1964,3683.28,2.72,3684.63,1.0,Bmr003/chan4.sph,0
1965,686.2,1.3,686.39,1.0,Bmr003/chan4.sph,0
1966,4482.72,0.99,4482.71,1.0,Bmr003/chan0.sph,0
1967,866.39,2.53,866.72,1.0,Bmr003/chan3.sph,0
1968,2009.62,1.15,2009.62,1.0,Bmr003/chan3.sph,0
1969,3272.25,1.24,3272.38,1.0,Bmr003/chan2.sph,0
1970,1040.35,0.46,1040.08,1.0,Bmr003/chan2.sph,0
1971,1366.58,3.13,1368.18,1.0,Bmr003/chan0.sph,0
1972,333.82,0.33,333.76,1.0,Bmr003/chan4.sph,0
1973,4148.64,3.1,4149.56,1.0,Bmr003/chan4.sph,0
1974,289.74,0.55,289.32,1.0,Bmr003/chan1.sph,0
1975,1495.02,0.96,1495.02,1.0,Bmr003/chan0.sph,0
1976,709.14,1.27,709.27,1.0,Bmr003/chan0.sph,0
1977,648.82,1.52,649.31,1.0,Bmr003/chan3.sph,0
1978,2526.96,1.79,2527.72,1.0,Bmr003/chan4.sph,0
1979,3532.69,1.33,3532.97,1.0,Bmr003/chan1.sph,0
1980,3326.82,0.91,3326.78,1.0,Bmr003/chan0.sph,0
1981,2648.51,1.65,2648.74,1.0,Bmr003/chan0.sph,0
1982,1720.59,2.44,1721.94,1.0,Bmr003/chan1.sph,0
1983,798.2,4.41,800.48,1.0,Bmr003/chan2.sph,0
1984,1035.93,4.42,1039.17,1.0,Bmr003/chan3.sph,0
1985,4417.53,2.79,4419.28,1.0,Bmr003/chan2.sph,0
1986,3904.56,3.05,3904.77,1.0,Bmr003/chan4.sph,0
1987,3963.22,0.9,3963.18,1.0,Bmr003/chan3.sph,0
1988,4215.79,0.94,4215.79,1.0,Bmr003/chan1.sph,0
1989,3726.25,1.05,3726.3,1.0,Bmr003/chan0.sph,0
1990,3502.45,5.33,3503.29,1.0,Bmr003/chan3.sph,0
1991,3244.15,1.77,3244.23,1.0,Bmr003/chan4.sph,0
1992,4292.97,1.48,4293.24,1.0,Bmr003/chan3.sph,0
1993,1016.43,0.88,1016.38,1.0,Bmr003/chan3.sph,0
1994,3032.32,4.46,3034.32,1.0,Bmr003/chan0.sph,0
1995,2300.06,0.66,2299.81,1.0,Bmr003/chan0.sph,0
1996,4579.12,2.11,4580.0,1.0,Bmr003/chan0.sph,0
1997,1101.26,0.66,1100.99,1.0,Bmr003/chan4.sph,0
1998,2994.79,1.93,2995.07,1.0,Bmr003/chan1.sph,0
1999,4297.27,0.77,4297.27,1.0,Bmr003/chan0.sph,0
2000,1989.19,0.36,1988.87,1.0,Bmr005/chan3.sph,0
2001,1080.79,0.98,1080.79,1.0,Bmr005/chan0.sph,0
2002,868.47,0.84,868.39,1.0,Bmr005/chanB.sph,0
2003,3932.62,1.25,3932.76,1.0,Bmr005/chanB.sph,0
2004,3486.72,0.89,3486.66,1.0,Bmr005/chan0.sph,0
2005,1428.86,1.17,1428.95,1.0,Bmr005/chan2.sph,0
2006,3164.87,1.13,3164.92,1.0,Bmr005/chan8.sph,0
2007,149.08,0.6,148.87,1.0,Bmr005/chan8.sph,0
2008,3886.71,1.29,3886.88,1.0,Bmr005/chan3.sph,0
2009,1463.31,1.68,1463.33,1.0,Bmr005/chan0.sph,0
2010,1778.56,1.8,1779.08,1.0,Bmr005/chan8.sph,0
2011,2390.63,2.73,2391.76,1.0,Bmr005/chan1.sph,0
2012,4179.16,1.17,4179.27,1.0,Bmr005/chan3.sph,0
2013,808.37,4.41,811.39,1.0,Bmr005/chan4.sph,0
2014,2317.42,0.5,2317.42,1.0,Bmr005/chan4.sph,0
2015,1842.21,0.37,1841.91,1.0,Bmr005/chanB.sph,0
2016,1377.59,2.6,1377.88,1.0,Bmr005/chanB.sph,0
2017,3693.63,1.07,3693.69,1.0,Bmr005/chan8.sph,0
2018,3781.14,0.65,3781.0,1.0,Bmr005/chan0.sph,0
2019,1447.77,1.06,1447.79,1.0,Bmr005/chan8.sph,0
2020,2566.33,1.56,2566.71,1.0,Bmr005/chan8.sph,0
2021,1146.96,0.32,1146.32,1.0,Bmr005/chan0.sph,0
2022,963.78,0.49,963.4,1.0,Bmr005/chan1.sph,0
2023,768.03,2.15,768.72,1.0,Bmr005/chan2.sph,0
2024,1902.98,1.41,1903.24,1.0,Bmr005/chan3.sph,0
2025,3133.07,1.71,3133.55,1.0,Bmr005/chan8.sph,0
2026,1349.88,0.61,1349.56,1.0,Bmr005/chan5.sph,0
2027,3242.92,2.39,3243.01,1.0,Bmr005/chan4.sph,0
2028,1128.39,0.96,1128.38,1.0,Bmr005/chan1.sph,0
2029,289.54,2.23,289.88,1.0,Bmr005/chan4.sph,0
2030,2849.12,2.38,2850.06,1.0,Bmr005/chan3.sph,0
2031,938.72,1.49,939.21,1.0,Bmr005/chan1.sph,0
2032,2465.25,2.14,2465.99,1.0,Bmr005/chan5.sph,0
2033,2459.32,1.11,2459.34,1.0,Bmr005/chan2.sph,0
2034,3874.03,1.01,3874.03,1.0,Bmr005/chan5.sph,0
2035,410.48,0.53,410.2,1.0,Bmr005/chanB.sph,0
2036,2062.28,0.67,2062.21,1.0,Bmr005/chan2.sph,0
2037,2925.36,5.44,2925.96,1.0,Bmr005/chan8.sph,0
2038,3141.53,2.0,3141.94,1.0,Bmr005/chanB.sph,0
2039,2775.13,2.23,2775.24,1.0,Bmr005/chan4.sph,0
2040,1004.25,0.69,1003.99,1.0,Bmr005/chanB.sph,0
2041,4181.08,2.18,4181.51,1.0,Bmr005/chan4.sph,0
2042,1290.98,2.24,1291.01,1.0,Bmr005/chan5.sph,0
2043,1594.65,1.08,1594.66,1.0,Bmr005/chan2.sph,0
2044,526.56,2.76,526.65,1.0,Bmr005/chan5.sph,0
2045,265.97,0.9,265.87,1.0,Bmr005/chan4.sph,0
2046,2908.64,1.08,2908.65,1.0,Bmr005/chanB.sph,0
2047,2576.98,0.61,2576.75,1.0,Bmr005/chan2.sph,0
2048,2485.2,2.55,2485.51,1.0,Bmr005/chan8.sph,0
2049,1326.07,1.26,1326.16,1.0,Bmr005/chan3.sph,0
2050,524.21,0.9,524.14,1.0,Bmr005/chan0.sph,0
2051,2407.67,0.77,2407.51,1.0,Bmr005/chan2.sph,0
2052,1363.89,0.54,1363.74,1.0,Bmr005/chan1.sph,0
2053,2488.84,1.31,2488.95,1.0,Bmr005/chan8.sph,0
2054,3648.92,1.78,3649.14,1.0,Bmr005/chan8.sph,0
2055,1348.06,0.49,1347.55,1.0,Bmr005/chan0.sph,0
2056,475.37,0.78,475.35,1.0,Bmr005/chan4.sph,0
2057,1941.08,1.38,1941.19,1.0,Bmr005/chan4.sph,0
2058,4113.65,0.39,4113.64,1.0,Bmr005/chan5.sph,0
2059,1701.36,1.43,1701.64,1.0,Bmr005/chan1.sph,0
2060,2477.19,2.3,2477.34,1.0,Bmr005/chanB.sph,0
2061,1241.93,0.85,1241.8,1.0,Bmr005/chan5.sph,0
2062,206.82,1.37,207.08,1.0,Bmr005/chan1.sph,0
2063,723.39,1.28,723.62,1.0,Bmr005/chan5.sph,0
2064,3385.42,3.27,3386.51,1.0,Bmr005/chanB.sph,0
2065,3987.58,2.91,3988.66,1.0,Bmr005/chan1.sph,0
2066,3201.71,1.65,3202.19,1.0,Bmr005/chanB.sph,0
2067,1242.51,1.06,1242.56,1.0,Bmr005/chanB.sph,0
2068,194.21,0.76,194.03,1.0,Bmr005/chan4.sph,0
2069,2945.4,0.82,2945.34,1.0,Bmr005/chan2.sph,0
2070,2315.64,0.83,2315.56,1.0,Bmr005/chan1.sph,0
2071,3641.91,0.85,3641.85,1.0,Bmr005/chan1.sph,0
2072,3415.64,1.74,3415.81,1.0,Bmr005/chan5.sph,0
2073,1268.09,2.16,1268.77,1.0,Bmr005/chan3.sph,0
2074,2668.98,0.74,2668.93,1.0,Bmr005/chan1.sph,0
2075,1300.48,2.47,1301.88,1.0,Bmr005/chan5.sph,0
2076,3606.32,1.64,3606.48,1.0,Bmr005/chan8.sph,0
2077,717.15,1.56,717.6,1.0,Bmr005/chan8.sph,0
2078,982.3,1.02,982.31,1.0,Bmr005/chan2.sph,0
2079,4119.17,1.5,4119.53,1.0,Bmr005/chan5.sph,0
2080,218.22,1.49,218.29,1.0,Bmr005/chan3.sph,0
2081,3479.57,0.61,3479.27,1.0,Bmr005/chan1.sph,0
2082,1730.19,3.22,1731.37,1.0,Bmr005/chan5.sph,0
2083,3164.94,0.66,3164.78,1.0,Bmr005/chan5.sph,0
2084,3837.87,0.77,3837.65,1.0,Bmr005/chan3.sph,0
2085,1171.96,2.82,1173.1,1.0,Bmr005/chanB.sph,0
2086,3931.39,1.4,3931.47,1.0,Bmr005/chanB.sph,0
2087,3329.77,2.5,3330.3,1.0,Bmr005/chan0.sph,0
2088,771.52,0.68,771.21,1.0,Bmr005/chan5.sph,0
2089,1404.72,0.77,1404.62,1.0,Bmr005/chan8.sph,0
2090,3690.57,1.12,3690.68,1.0,Bmr005/chan3.sph,0
2091,337.65,1.22,337.72,1.0,Bmr005/chanB.sph,0
2092,3355.2,1.14,3355.21,1.0,Bmr005/chan5.sph,0
2093,703.54,1.61,703.86,1.0,Bmr005/chanB.sph,0
2094,3840.63,0.73,3840.39,1.0,Bmr006/chan4.sph,0
2095,757.64,2.65,757.72,1.0,Bmr006/chan2.sph,0
2096,3094.66,0.83,3094.49,1.0,Bmr006/chan2.sph,0
2097,1573.34,0.5,1573.3,1.0,Bmr006/chan2.sph,0
2098,212.72,1.04,212.77,1.0,Bmr006/chan3.sph,0
2099,3022.67,0.69,3022.43,1.0,Bmr006/chan2.sph,0
2100,2664.92,1.47,2665.23,1.0,Bmr006/chan3.sph,0
2101,2773.08,2.26,2774.06,1.0,Bmr006/chan2.sph,0
2102,1589.49,2.64,1589.79,1.0,Bmr006/chan4.sph,0
2103,2368.1,2.3,2369.08,1.0,Bmr006/chan4.sph,0
2104,657.65,1.02,657.65,1.0,Bmr006/chan4.sph,0
2105,2371.77,4.85,2375.4,1.0,Bmr006/chan1.sph,0
2106,924.32,1.56,924.66,1.0,Bmr006/chan3.sph,0
2107,1441.82,2.3,1442.2,1.0,Bmr006/chan3.sph,0
2108,2643.55,0.87,2643.44,1.0,Bmr006/chan4.sph,0
2109,1564.89,3.02,1565.34,1.0,Bmr006/chan0.sph,0
2110,606.9,1.92,607.42,1.0,Bmr006/chan0.sph,0
2111,3526.32,1.68,3526.45,1.0,Bmr006/chan3.sph,0
2112,186.89,1.82,187.33,1.0,Bmr006/chan0.sph,0
2113,4425.04,3.03,4425.16,1.0,Bmr006/chan9.sph,0
2114,3728.87,4.38,3730.39,1.0,Bmr006/chan2.sph,0
2115,1633.31,1.44,1633.52,1.0,Bmr006/chan2.sph,0
2116,804.12,1.55,804.13,1.0,Bmr006/chan2.sph,0
2117,2772.91,1.55,2773.09,1.0,Bmr006/chan1.sph,0
2118,2242.51,5.22,2246.38,1.0,Bmr006/chan4.sph,0
2119,3879.38,0.24,3879.33,1.0,Bmr006/chan2.sph,0
2120,4531.49,1.85,4531.6,1.0,Bmr006/chan1.sph,0
2121,3798.58,0.77,3798.45,1.0,Bmr006/chan0.sph,0
2122,3074.68,3.03,3075.25,1.0,Bmr006/chan1.sph,0
2123,661.98,1.08,662.0,1.0,Bmr006/chan3.sph,0
2124,789.47,0.72,789.36,1.0,Bmr006/chan3.sph,0
2125,348.15,0.9,348.14,1.0,Bmr006/chan0.sph,0
2126,2078.78,0.51,2078.36,1.0,Bmr006/chan2.sph,0
2127,2116.75,1.11,2116.82,1.0,Bmr006/chan9.sph,0
2128,3679.81,1.16,3679.84,1.0,Bmr006/chan3.sph,0
2129,1885.27,0.65,1885.19,1.0,Bmr006/chan1.sph,0
2130,2551.06,3.81,2552.25,1.0,Bmr006/chan1.sph,0
2131,1523.67,0.72,1523.51,1.0,Bmr006/chan2.sph,0
2132,845.51,5.4,846.91,1.0,Bmr006/chan2.sph,0
2133,3140.73,1.61,3141.25,1.0,Bmr006/chan1.sph,0
2134,714.99,1.19,715.05,1.0,Bmr006/chan1.sph,0
2135,2740.98,12.34,2743.88,1.0,Bmr006/chan4.sph,0
2136,4349.6,2.82,4351.42,1.0,Bmr006/chan0.sph,0
2137,3762.24,3.6,3762.76,1.0,Bmr006/chan0.sph,0
2138,4044.64,1.16,4044.66,1.0,Bmr006/chan4.sph,0
2139,3395.04,3.06,3396.86,1.0,Bmr006/chan4.sph,0
2140,399.16,4.96,399.92,1.0,Bmr006/chan3.sph,0
2141,4292.46,7.72,4296.3,1.0,Bmr006/chan1.sph,0
2142,1631.47,5.45,1634.84,1.0,Bmr006/chan3.sph,0
2143,2166.49,1.39,2166.56,1.0,Bmr006/chan9.sph,0
2144,1009.42,1.0,1009.42,1.0,Bmr006/chan3.sph,0
2145,2868.11,3.55,2869.54,1.0,Bmr006/chan3.sph,0
2146,3543.73,3.17,3544.07,1.0,Bmr006/chan1.sph,0
2147,2544.57,1.28,2544.69,1.0,Bmr006/chan2.sph,0
2148,4685.97,1.16,4686.04,1.0,Bmr006/chan4.sph,0
2149,2752.98,2.1,2753.44,1.0,Bmr006/chan9.sph,0
2150,582.88,1.7,583.02,1.0,Bmr006/chan2.sph,0
2151,2107.0,0.42,2106.98,1.0,Bmr006/chan9.sph,0
2152,1499.48,0.6,1499.12,1.0,Bmr006/chan1.sph,0
2153,323.28,1.07,323.29,1.0,Bmr006/chan3.sph,0
2154,4076.77,0.55,4076.49,1.0,Bmr006/chan9.sph,0
2155,3936.81,1.51,3936.87,1.0,Bmr006/chan0.sph,0
2156,1987.81,0.47,1987.8,1.0,Bmr006/chan0.sph,0
2157,4637.78,0.62,4637.53,1.0,Bmr006/chan1.sph,0
2158,4258.24,1.79,4258.49,1.0,Bmr006/chan3.sph,0
2159,2705.34,1.23,2705.35,1.0,Bmr006/chan3.sph,0
2160,2959.48,1.14,2959.62,1.0,Bmr006/chan4.sph,0
2161,3913.08,3.2,3913.31,1.0,Bmr006/chan9.sph,0
2162,1388.46,2.97,1389.94,1.0,Bmr006/chan3.sph,0
2163,4177.95,5.97,4181.09,1.0,Bmr006/chan3.sph,0
2164,2228.03,4.97,2231.43,1.0,Bmr006/chan4.sph,0
2165,2885.66,1.89,2885.74,1.0,Bmr006/chan0.sph,0
2166,1993.14,5.01,1993.19,1.0,Bmr006/chan0.sph,0
2167,283.83,0.51,283.48,1.0,Bmr006/chan1.sph,0
2168,565.73,0.56,565.61,1.0,Bmr006/chan2.sph,0
2169,2975.95,0.82,2975.88,1.0,Bmr006/chan1.sph,0
2170,1487.98,0.71,1487.85,1.0,Bmr006/chan0.sph,0
2171,3843.53,0.8,3843.5,1.0,Bmr006/chan9.sph,0
2172,1959.56,0.99,1959.56,1.0,Bmr006/chan0.sph,0
2173,3794.96,2.72,3795.43,1.0,Bmr006/chan4.sph,0
2174,2573.25,1.08,2573.25,1.0,Bmr006/chan9.sph,0
2175,4587.87,1.39,4587.94,1.0,Bmr006/chan4.sph,0
2176,1511.05,1.87,1511.15,1.0,Bmr006/chan1.sph,0
2177,2401.3,2.61,2401.91,1.0,Bmr006/chan0.sph,0
2178,1795.69,2.66,1795.73,1.0,Bmr006/chan3.sph,0
2179,2301.68,0.73,2301.62,1.0,Bmr006/chan9.sph,0
2180,4344.12,1.06,4344.17,1.0,Bmr006/chan4.sph,0
2181,4343.51,1.63,4344.13,1.0,Bmr006/chan1.sph,0
2182,1117.98,1.03,1118.01,1.0,Bmr006/chan2.sph,0
2183,2490.51,1.37,2490.59,1.0,Bmr006/chan4.sph,0
2184,2058.54,0.59,2058.31,1.0,Bmr006/chan1.sph,0
2185,1883.69,0.83,1883.55,1.0,Bmr006/chan9.sph,0
2186,2880.79,1.1,2880.86,1.0,Bmr006/chan3.sph,0
2187,1311.27,1.18,1311.4,1.0,Bmr006/chan9.sph,0
2188,3008.88,2.33,3008.99,1.0,Bmr006/chan3.sph,0
2189,3993.51,2.36,3993.64,1.0,Bmr006/chan3.sph,0
2190,3918.86,1.72,3918.87,1.0,Bmr006/chan3.sph,0
2191,4553.06,0.76,4552.83,1.0,Bmr006/chan3.sph,0
2192,3652.55,1.39,3652.59,1.0,Bmr006/chan2.sph,0
2193,2854.78,1.83,2854.99,1.0,Bmr006/chan0.sph,0
2194,1247.15,0.87,1247.11,1.0,Bmr006/chan9.sph,0
2195,3330.6,0.56,3330.44,1.0,Bmr006/chan3.sph,0
2196,2750.71,1.0,2750.71,1.0,Bmr006/chan4.sph,0
2197,1345.4,1.54,1345.92,1.0,Bmr006/chan1.sph,0
2198,1001.13,1.08,1001.2,1.0,Bmr006/chan3.sph,0
2199,1289.81,0.99,1289.8,1.0,Bmr006/chan2.sph,0
2200,4387.13,1.49,4387.25,1.0,Bmr006/chan4.sph,0
2201,1845.94,1.45,1845.97,1.0,Bmr006/chan1.sph,0
2202,1544.57,2.59,1544.8,1.0,Bmr006/chan2.sph,0
2203,1189.76,2.12,1190.59,1.0,Bmr006/chan2.sph,0
2204,1417.81,1.52,1418.23,1.0,Bmr006/chan9.sph,0
2205,2425.21,0.69,2425.03,1.0,Bmr006/chan9.sph,0
2206,3844.46,0.93,3844.43,1.0,Bmr006/chan2.sph,0
2207,4548.31,1.43,4548.56,1.0,Bmr006/chan4.sph,0
2208,1777.27,1.96,1778.09,1.0,Bmr006/chan9.sph,0
2209,4448.26,1.17,4448.31,1.0,Bmr006/chan2.sph,0
2210,1415.09,1.1,1415.14,1.0,Bmr006/chan9.sph,0
2211,3620.86,1.05,3620.87,1.0,Bmr006/chan2.sph,0
2212,1289.42,1.05,1289.46,1.0,Bmr006/chan0.sph,0
2213,2062.96,1.12,2063.02,1.0,Bmr006/chan2.sph,0
2214,3797.46,1.74,3797.8,1.0,Bmr006/chan3.sph,0
2215,4535.88,1.44,4536.25,1.0,Bmr006/chan9.sph,0
2216,1223.91,0.49,1223.55,1.0,Bmr006/chan2.sph,0
2217,2544.18,0.9,2544.09,1.0,Bmr006/chan9.sph,0
2218,1791.78,0.76,1791.75,1.0,Bmr006/chan9.sph,0
2219,2160.45,0.87,2160.43,1.0,Bmr006/chan9.sph,0
2220,1051.71,1.59,1052.24,1.0,Bmr006/chan4.sph,0
2221,3186.83,2.16,3186.86,1.0,Bmr006/chan1.sph,0
2222,1932.82,1.3,1932.86,1.0,Bmr006/chan4.sph,0
2223,4414.9,0.77,4414.9,1.0,Bmr006/chan1.sph,0
2224,1276.84,0.76,1276.77,1.0,Bmr006/chan0.sph,0
2225,2782.49,1.31,2782.63,1.0,Bmr006/chan0.sph,0
2226,2650.19,2.69,2651.37,1.0,Bmr006/chan1.sph,0
2227,4092.76,0.54,4092.39,1.0,Bmr006/chan2.sph,0
2228,3872.16,4.74,3872.53,1.0,Bmr006/chan2.sph,0
2229,1176.78,3.07,1178.41,1.0,Bmr006/chan4.sph,0
2230,1289.0,1.8,1289.33,1.0,Bmr006/chan0.sph,0
2231,1595.43,1.14,1595.54,1.0,Bmr006/chan9.sph,0
2232,269.17,1.07,269.19,1.0,Bmr006/chan3.sph,0
2233,4283.19,4.9,4286.03,1.0,Bmr006/chan1.sph,0
2234,2718.18,0.69,2718.16,1.0,Bmr006/chan4.sph,0
2235,3651.1,4.45,3653.01,1.0,Bmr006/chan2.sph,0
2236,3840.04,1.4,3840.12,1.0,Bmr006/chan1.sph,0
2237,1569.16,1.92,1569.33,1.0,Bmr006/chan9.sph,0
2238,3269.54,1.75,3270.01,1.0,Bmr006/chan2.sph,0
2239,292.97,1.75,293.44,1.0,Bmr006/chan9.sph,0
2240,2327.21,0.69,2326.96,1.0,Bmr006/chan3.sph,0
2241,4168.2,4.28,4169.4,1.0,Bmr006/chan9.sph,0
2242,3548.81,3.29,3549.08,1.0,Bmr006/chan1.sph,0
2243,3048.61,5.09,3052.5,1.0,Bmr006/chan9.sph,0
2244,1111.03,1.8,1111.59,1.0,Bmr006/chan0.sph,0
2245,1191.09,1.99,1191.5,1.0,Bmr006/chan9.sph,0
2246,3252.75,2.47,3253.83,1.0,Bmr006/chan1.sph,0
2247,2949.74,1.63,2949.85,1.0,Bmr006/chan4.sph,0
2248,1636.26,2.92,1637.96,1.0,Bmr006/chan0.sph,0
2249,3688.05,2.02,3688.1,1.0,Bmr006/chan9.sph,0
2250,4372.62,1.39,4372.87,1.0,Bmr006/chan2.sph,0
2251,2436.13,1.69,2436.43,1.0,Bmr006/chan4.sph,0
2252,4452.19,2.39,4453.3,1.0,Bmr006/chan3.sph,0
2253,4522.58,2.92,4523.86,1.0,Bmr006/chan2.sph,0
2254,2805.07,3.22,2806.02,1.0,Bmr006/chan3.sph,0
2255,4143.04,1.27,4143.17,1.0,Bmr006/chan0.sph,0
2256,172.42,2.67,173.09,1.0,Bmr006/chan0.sph,0
2257,4236.64,1.76,4237.18,1.0,Bmr006/chan9.sph,0
2258,2088.59,1.88,2089.04,1.0,Bmr006/chan3.sph,0
